,BALANCE,Cluster Number,,,,,,
4742,299.179091,5,,,,,,
4743,2917.079199,8,,,,,,
4744,3062.16821,1,,,,,,
4745,320.33625,5,,,,,,
4746,24.176932,16,,,,,,
4747,5496.421462,3,,,,,,
4748,0.074724,16,,,,,,
4749,6063.976197,3,,,,,,
4750,2669.587009,8,,,,,,
4751,86.206262,13,,,,,,
4752,958.26975,0,,,,,,
4753,10929.05958,1,,,,,,
4754,11581.9335,8,,,,,,
4755,207.209597,17,,,,,,
4756,3139.267322,1,,,,,,
4757,2689.895528,8,,,,,,
4758,1406.627442,7,,,,,,
4759,1594.485356,19,,,,,,
4760,3755.184007,3,,,,,,
4761,38.795708,16,,,,,,
4762,37.911473,16,,,,,,
4763,1723.804529,4,,,,,,
4764,165.290723,17,,,,,,
4765,683.391465,12,,,,,,
4766,10.358325,16,,,,,,
4767,1063.614099,0,,,,,,
4768,98.290292,13,,,,,,
4769,1540.879308,19,,,,,,
4770,3083.636304,1,,,,,,
4771,1098.457059,0,,,,,,
4772,4836.914446,9,,,,,,
4773,131.069154,13,,,,,,
4774,49.564532,16,,,,,,
4775,1967.70274,14,,,,,,
4776,1669.128355,4,,,,,,
4777,56.116326,16,,,,,,
4778,227.184126,17,,,,,,
4779,1417.157652,7,,,,,,
4780,1406.483149,7,,,,,,
4781,0,16,,,,,,
4782,1124.582725,6,,,,,,
4783,110.409387,13,,,,,,
4784,4929.758948,9,,,,,,
4785,687.378139,12,,,,,,
4786,7.167028,16,,,,,,
4787,49.433937,16,,,,,,
4788,1427.949491,7,,,,,,
4789,17.141376,16,,,,,,
4790,2285.655394,18,,,,,,
4791,341.149186,5,,,,,,
4792,91.705554,13,,,,,,
4793,2032.338405,14,,,,,,
4794,4.12565,16,,,,,,
4795,709.473364,12,,,,,,
4796,8048.03442,3,,,,,,
4797,2755.306896,8,,,,,,
4798,348.646985,5,,,,,,
4799,472.663708,15,,,,,,
4800,387.585128,5,,,,,,
4801,120.658015,13,,,,,,
4802,105.385636,13,,,,,,
4803,2843.942194,8,,,,,,
4804,28.315171,16,,,,,,
4805,949.530268,0,,,,,,
4806,34.706824,16,,,,,,
4807,3596.749572,3,,,,,,
4808,49.920897,16,,,,,,
4809,120.945829,13,,,,,,
4810,1118.479084,6,,,,,,
4811,216.184011,17,,,,,,
4812,3997.572659,10,,,,,,
4813,1906.703614,14,,,,,,
4814,1747.359784,4,,,,,,
4815,2363.615492,2,,,,,,
4816,1247.196735,6,,,,,,
4817,336.640397,5,,,,,,
4818,135.493002,13,,,,,,
4819,957.980588,0,,,,,,
4820,965.236679,0,,,,,,
4821,260.409355,17,,,,,,
4822,2772.790822,8,,,,,,
4823,1305.266304,7,,,,,,
4824,1153.335938,6,,,,,,
4825,633.388444,12,,,,,,
4826,5830.700298,3,,,,,,
4827,4931.40051,9,,,,,,
4828,344.532447,5,,,,,,
4829,743.52397,12,,,,,,
4830,1161.901683,6,,,,,,
4831,10.451064,16,,,,,,
4832,256.028048,17,,,,,,
4833,1109.172807,6,,,,,,
4834,15.307062,16,,,,,,
4835,1056.954525,0,,,,,,
4836,4797.567431,9,,,,,,
4837,42.363094,16,,,,,,
4838,608.422266,12,,,,,,
4839,7.950803,16,,,,,,
4840,927.983543,11,,,,,,
4841,821.933113,11,,,,,,
4842,46.773238,16,,,,,,
4843,42.755706,16,,,,,,
4844,95.731707,13,,,,,,
4845,889.767658,11,,,,,,
4846,1456.399956,19,,,,,,
4847,72.372971,13,,,,,,
4848,405.052353,5,,,,,,
4849,855.811816,11,,,,,,
4850,1074.258487,0,,,,,,
4851,3024.642476,1,,,,,,
4852,597.410794,12,,,,,,
4853,43.20377,16,,,,,,
4854,79.517489,13,,,,,,
4855,35.16925,16,,,,,,
4856,5177.774511,10,,,,,,
4857,80.298186,13,,,,,,
4858,1202.204204,6,,,,,,
4859,31.161679,16,,,,,,
4860,176.162762,17,,,,,,
4861,703.407676,12,,,,,,
4862,445.921101,15,,,,,,
4863,3083.784255,1,,,,,,
4864,31.111548,16,,,,,,
4865,503.732786,15,,,,,,
4866,176.837859,17,,,,,,
4867,94.537529,13,,,,,,
4868,661.940291,12,,,,,,
4869,8.799432,16,,,,,,
4870,3106.418215,1,,,,,,
4871,827.393597,11,,,,,,
4872,0,16,,,,,,
4873,4361.964176,9,,,,,,
4874,73.10055,13,,,,,,
4875,7.047482,16,,,,,,
4876,353.895121,5,,,,,,
4877,5911.506531,8,,,,,,
4878,8.523984,16,,,,,,
4879,3096.831684,1,,,,,,
4880,2468.506177,2,,,,,,
4881,1341.000157,7,,,,,,
4882,169.343874,17,,,,,,
4883,18.112481,16,,,,,,
4884,287.493279,5,,,,,,
4885,38.013028,16,,,,,,
4886,8.570991,16,,,,,,
4887,7.20735,16,,,,,,
4888,15.667283,16,,,,,,
4889,955.159037,0,,,,,,
4890,827.255067,11,,,,,,
4891,2472.017517,2,,,,,,
4892,22.322215,16,,,,,,
4893,1764.083164,4,,,,,,
4894,23.651198,16,,,,,,
4895,1886.811282,14,,,,,,
4896,232.140345,17,,,,,,
4897,17.092052,16,,,,,,
4898,4746.953711,9,,,,,,
4899,30.969957,16,,,,,,
4900,201.463595,17,,,,,,
4901,322.411152,5,,,,,,
4902,1129.185643,6,,,,,,
4903,99.643727,13,,,,,,
4904,651.394216,12,,,,,,
4905,1409.256223,7,,,,,,
4906,194.927,17,,,,,,
4907,6758.987905,1,,,,,,
4908,2332.496766,18,,,,,,
4909,1860.469601,14,,,,,,
4910,920.529926,11,,,,,,
4911,3347.700395,1,,,,,,
4912,947.70851,0,,,,,,
4913,574.032791,15,,,,,,
4914,3067.274152,1,,,,,,
4915,768.881695,11,,,,,,
4916,1190.884428,6,,,,,,
4917,1710.119356,4,,,,,,
4918,229.878735,17,,,,,,
4919,4766.360515,9,,,,,,
4920,3007.664861,1,,,,,,
4921,1871.597836,14,,,,,,
4922,1455.745146,19,,,,,,
4923,1986.558317,14,,,,,,
4924,36.174755,16,,,,,,
4925,129.836526,13,,,,,,
4926,206.978089,17,,,,,,
4927,1192.594159,6,,,,,,
4928,50.564486,16,,,,,,
4929,62.104602,16,,,,,,
4930,56.945201,16,,,,,,
4931,8.421315,16,,,,,,
4932,15.810927,16,,,,,,
4933,44.613002,16,,,,,,
4934,2342.724406,2,,,,,,
4935,3164.714813,1,,,,,,
4936,2068.865586,14,,,,,,
4937,0,16,,,,,,
4938,14.891908,16,,,,,,
4939,1367.301373,7,,,,,,
4940,299.82542,5,,,,,,
4941,0,16,,,,,,
4942,1176.088299,6,,,,,,
4943,1164.125671,6,,,,,,
4944,25.499945,16,,,,,,
4945,3646.30636,3,,,,,,
4946,164.583178,17,,,,,,
4947,2980.628942,8,,,,,,
4948,3350.186138,1,,,,,,
4949,1101.8547,0,,,,,,
4950,468.294595,15,,,,,,
4951,63.928065,16,,,,,,
4952,906.613422,11,,,,,,
4953,798.693995,11,,,,,,
4954,3.750633,16,,,,,,
4955,1281.842665,7,,,,,,
4956,863.130387,11,,,,,,
4957,50.302615,16,,,,,,
4958,33.817964,16,,,,,,
4959,559.917793,15,,,,,,
4960,2671.979402,8,,,,,,
4961,814.781581,11,,,,,,
4962,1184.434511,6,,,,,,
4963,3.198999,16,,,,,,
4964,33.267171,16,,,,,,
4965,261.462528,17,,,,,,
4966,2659.411879,8,,,,,,
4967,8.077527,16,,,,,,
4968,115.937936,13,,,,,,
4969,69.37782,13,,,,,,
4970,61.588389,16,,,,,,
4971,2.081357,16,,,,,,
4972,3092.189629,1,,,,,,
4973,564.325877,15,,,,,,
4974,10.684577,16,,,,,,
4975,2067.148279,14,,,,,,
4976,966.732798,0,,,,,,
4977,4099.755913,10,,,,,,
4978,1507.001995,19,,,,,,
4979,2220.864979,18,,,,,,
4980,92.325796,13,,,,,,
4981,3583.515054,3,,,,,,
4982,3343.299372,1,,,,,,
4983,2133.901379,18,,,,,,
4984,217.993205,17,,,,,,
4985,50.803778,16,,,,,,
4986,319.037744,5,,,,,,
4987,100.208311,13,,,,,,
4988,7.168805,16,,,,,,
4989,1747.876077,4,,,,,,
4990,519.444307,15,,,,,,
4991,4320.267209,10,,,,,,
4992,2811.486863,8,,,,,,
4993,125.793836,13,,,,,,
4994,3798.323722,3,,,,,,
4995,4274.488095,10,,,,,,
4996,900.557796,11,,,,,,
4997,858.857651,11,,,,,,
4998,6537.852206,8,,,,,,
4999,1793.970596,4,,,,,,
5000,3215.903805,1,,,,,,
5001,1893.704851,14,,,,,,
5002,7.50839,16,,,,,,
5003,1180.178744,6,,,,,,
5004,3232.101217,1,,,,,,
5005,6963.435383,2,,,,,,
5006,368.330629,5,,,,,,
5007,0,16,,,,,,
5008,4.421403,16,,,,,,
5009,41.049799,16,,,,,,
5010,3611.316106,3,,,,,,
5011,3214.579198,1,,,,,,
5012,339.183041,5,,,,,,
5013,477.16584,15,,,,,,
5014,3711.955487,3,,,,,,
5015,390.008261,5,,,,,,
5016,2251.896834,18,,,,,,
5017,2461.015559,2,,,,,,
5018,9309.635579,7,,,,,,
5019,4355.982388,9,,,,,,
5020,62.996845,16,,,,,,
5021,22.879526,16,,,,,,
5022,4719.819043,9,,,,,,
5023,1241.565972,6,,,,,,
5024,49.198038,16,,,,,,
5025,662.691336,12,,,,,,
5026,4587.062248,9,,,,,,
5027,169.639713,17,,,,,,
5028,2823.212665,8,,,,,,
5029,2.880247,16,,,,,,
5030,47.193664,16,,,,,,
5031,597.628578,12,,,,,,
5032,2872.798614,8,,,,,,
5033,3350.116932,1,,,,,,
5034,13.221335,16,,,,,,
5035,1083.120149,0,,,,,,
5036,777.616173,11,,,,,,
5037,122.684019,13,,,,,,
5038,1615.968515,19,,,,,,
5039,434.099616,15,,,,,,
5040,820.700166,11,,,,,,
5041,7.625765,16,,,,,,
5042,1428.118364,7,,,,,,
5043,1324.038811,7,,,,,,
5044,1190.800122,6,,,,,,
5045,2580.169522,2,,,,,,
5046,371.866448,5,,,,,,
5047,1280.732187,7,,,,,,
5048,975.416023,0,,,,,,
5049,122.113869,13,,,,,,
5050,1262.631995,6,,,,,,
5051,143.553904,13,,,,,,
5052,1037.797184,0,,,,,,
5053,1938.576334,14,,,,,,
5054,6257.390416,14,,,,,,
5055,14.570032,16,,,,,,
5056,39.241601,16,,,,,,
5057,871.499977,11,,,,,,
5058,180.750232,17,,,,,,
5059,4107.157763,10,,,,,,
5060,58.313733,16,,,,,,
5061,5665.802895,3,,,,,,
5062,1340.671346,7,,,,,,
5063,43.762299,16,,,,,,
5064,111.449845,13,,,,,,
5065,138.489138,13,,,,,,
5066,70.976464,13,,,,,,
5067,49.378783,16,,,,,,
5068,4295.964134,10,,,,,,
5069,1017.071792,0,,,,,,
5070,138.459191,13,,,,,,
5071,289.537597,5,,,,,,
5072,74.755978,13,,,,,,
5073,16.59641,16,,,,,,
5074,51.004807,16,,,,,,
5075,1489.224372,19,,,,,,
5076,57.70484,16,,,,,,
5077,99.446029,13,,,,,,
5078,186.054174,17,,,,,,
5079,2948.447663,8,,,,,,
5080,127.895284,13,,,,,,
5081,18.014226,16,,,,,,
5082,6.86049,16,,,,,,
5083,1908.569743,14,,,,,,
5084,437.735369,15,,,,,,
5085,1245.976021,6,,,,,,
5086,1019.133646,0,,,,,,
5087,1844.889665,14,,,,,,
5088,952.431767,0,,,,,,
5089,1848.758853,14,,,,,,
5090,1181.852384,6,,,,,,
5091,382.870641,5,,,,,,
5092,1459.803597,19,,,,,,
5093,162.972111,17,,,,,,
5094,1396.214811,7,,,,,,
5095,225.282024,17,,,,,,
5096,454.552808,15,,,,,,
5097,1785.90226,4,,,,,,
5098,535.291589,15,,,,,,
5099,6.697211,16,,,,,,
5100,5.377296,16,,,,,,
5101,4020.130769,10,,,,,,
5102,1117.33657,6,,,,,,
5103,15.848963,16,,,,,,
5104,900.541751,11,,,,,,
5105,2544.378002,2,,,,,,
5106,1852.646433,14,,,,,,
5107,0,16,,,,,,
5108,581.24856,15,,,,,,
5109,504.409631,15,,,,,,
5110,142.430458,13,,,,,,
5111,7057.524237,8,,,,,,
5112,958.920206,0,,,,,,
5113,15.257465,16,,,,,,
5114,0.009684,16,,,,,,
5115,385.763111,5,,,,,,
5116,1780.188356,4,,,,,,
5117,1.841583,16,,,,,,
5118,1839.122533,14,,,,,,
5119,15.008041,16,,,,,,
5120,2106.417286,18,,,,,,
5121,2676.263845,8,,,,,,
5122,500.219415,15,,,,,,
5123,4128.31155,10,,,,,,
5124,1018.350846,0,,,,,,
5125,10.678354,16,,,,,,
5126,1273.731635,7,,,,,,
5127,58.12945,16,,,,,,
5128,153.637431,13,,,,,,
5129,1667.146414,4,,,,,,
5130,1648.701838,4,,,,,,
5131,15.330559,16,,,,,,
5132,5772.250286,3,,,,,,
5133,73.704935,13,,,,,,
5134,2933.068755,8,,,,,,
5135,1421.419262,7,,,,,,
5136,424.938385,15,,,,,,
5137,1033.371763,0,,,,,,
5138,0,16,,,,,,
5139,5861.100691,18,,,,,,
5140,3987.467435,10,,,,,,
5141,1606.56766,19,,,,,,
5142,1630.991993,19,,,,,,
5143,95.887902,13,,,,,,
5144,1804.401706,4,,,,,,
5145,1447.267049,19,,,,,,
5146,1268.250294,6,,,,,,
5147,668.291862,12,,,,,,
5148,50.853021,16,,,,,,
5149,241.001768,17,,,,,,
5150,157.763858,13,,,,,,
5151,724.854858,12,,,,,,
5152,147.527826,13,,,,,,
5153,581.916416,15,,,,,,
5154,5292.264382,3,,,,,,
5155,2762.536531,8,,,,,,
5156,273.429593,17,,,,,,
5157,12.039121,16,,,,,,
5158,1451.993504,19,,,,,,
5159,90.017392,13,,,,,,
5160,0.920339,16,,,,,,
5161,1071.748626,0,,,,,,
5162,303.929544,5,,,,,,
5163,1938.648722,14,,,,,,
5164,79.432369,13,,,,,,
5165,670.885072,12,,,,,,
5166,1494.69695,19,,,,,,
5167,114.361988,13,,,,,,
5168,2002.429291,14,,,,,,
5169,2135.646123,18,,,,,,
5170,943.584041,0,,,,,,
5171,4785.789559,9,,,,,,
5172,1436.996287,7,,,,,,
5173,5.313086,16,,,,,,
5174,365.48242,5,,,,,,
5175,322.383609,5,,,,,,
5176,3497.200665,3,,,,,,
5177,3720.59375,3,,,,,,
5178,5598.352813,3,,,,,,
5179,0,16,,,,,,
5180,2.777589,16,,,,,,
5181,3362.979048,1,,,,,,
5182,563.459762,15,,,,,,
5183,31.980197,16,,,,,,
5184,1964.369476,14,,,,,,
5185,740.704213,12,,,,,,
5186,991.949111,0,,,,,,
5187,37.615084,16,,,,,,
5188,2266.220776,18,,,,,,
5189,262.25861,17,,,,,,
5190,14.5923,16,,,,,,
5191,833.541256,11,,,,,,
5192,116.172752,13,,,,,,
5193,478.520473,15,,,,,,
5194,1018.811119,0,,,,,,
5195,2827.367195,8,,,,,,
5196,1529.318797,19,,,,,,
5197,2670.123456,8,,,,,,
5198,481.961018,15,,,,,,
5199,72.087172,13,,,,,,
5200,87.887472,13,,,,,,
5201,5194.184491,10,,,,,,
5202,216.705656,17,,,,,,
5203,18.400472,16,,,,,,
5204,5829.92767,1,,,,,,
5205,830.51605,11,,,,,,
5206,88.012898,13,,,,,,
5207,77.523872,13,,,,,,
5208,8073.052656,2,,,,,,
5209,72.76697,13,,,,,,
5210,8.285344,16,,,,,,
5211,1207.768239,6,,,,,,
5212,470.593325,15,,,,,,
5213,1915.675716,14,,,,,,
5214,1283.81226,7,,,,,,
5215,1322.579742,7,,,,,,
5216,1753.27998,4,,,,,,
5217,1663.492233,4,,,,,,
5218,528.651164,15,,,,,,
5219,6.226972,16,,,,,,
5220,2517.38247,2,,,,,,
5221,1453.608861,19,,,,,,
5222,1002.93543,0,,,,,,
5223,1344.982445,7,,,,,,
5224,50.366106,16,,,,,,
5225,3570.596193,3,,,,,,
5226,4364.016237,9,,,,,,
5227,1207.320442,6,,,,,,
5228,138.537976,13,,,,,,
5229,1155.338824,6,,,,,,
5230,30.327329,16,,,,,,
5231,30.692503,16,,,,,,
5232,805.368458,11,,,,,,
5233,638.163467,12,,,,,,
5234,264.869295,17,,,,,,
5235,576.890374,15,,,,,,
5236,27.17079,16,,,,,,
5237,2292.952733,18,,,,,,
5238,3830.603522,10,,,,,,
5239,690.625555,12,,,,,,
5240,566.477136,15,,,,,,
5241,1158.01315,6,,,,,,
5242,145.320241,13,,,,,,
5243,3619.986054,3,,,,,,
5244,118.941982,13,,,,,,
5245,1793.954788,4,,,,,,
5246,186.020599,17,,,,,,
5247,1414.47232,7,,,,,,
5248,385.841997,5,,,,,,
5249,306.539753,5,,,,,,
5250,12.132712,16,,,,,,
5251,330.068448,5,,,,,,
5252,1121.018433,6,,,,,,
5253,133.957441,13,,,,,,
5254,1057.699883,0,,,,,,
5255,7907.725211,19,,,,,,
5256,61.159113,16,,,,,,
5257,1191.749595,6,,,,,,
5258,15.577506,16,,,,,,
5259,2.641101,16,,,,,,
5260,4060.710208,10,,,,,,
5261,909.846336,11,,,,,,
5262,894.357857,11,,,,,,
5263,801.703734,11,,,,,,
5264,267.253822,17,,,,,,
5265,291.598301,5,,,,,,
5266,660.468854,12,,,,,,
5267,128.365782,13,,,,,,
5268,3267.962664,1,,,,,,
5269,437.609832,15,,,,,,
5270,2701.540547,8,,,,,,
5271,2427.756294,2,,,,,,
5272,239.101942,17,,,,,,
5273,1500.810722,19,,,,,,
5274,3425.949762,3,,,,,,
5275,103.792136,13,,,,,,
5276,1621.345326,19,,,,,,
5277,250.258381,17,,,,,,
5278,663.394569,12,,,,,,
5279,96.820999,13,,,,,,
5280,636.142309,12,,,,,,
5281,16115.5964,4,,,,,,
5282,5238.915225,3,,,,,,
5283,2172.893325,18,,,,,,
5284,1143.333419,6,,,,,,
5285,1595.980444,19,,,,,,
5286,288.097302,5,,,,,,
5287,7268.70638,2,,,,,,
5288,15.449607,16,,,,,,
5289,1903.274531,14,,,,,,
5290,1102.63215,6,,,,,,
5291,21.881383,16,,,,,,
5292,2.585715,16,,,,,,
5293,1182.28075,6,,,,,,
5294,66.842287,13,,,,,,
5295,4476.634442,9,,,,,,
5296,6069.720873,10,,,,,,
5297,536.027158,15,,,,,,
5298,5044.179003,14,,,,,,
5299,97.16839,13,,,,,,
5300,1339.008889,7,,,,,,
5301,2786.743524,8,,,,,,
5302,28.413136,16,,,,,,
5303,37.261373,16,,,,,,
5304,11.116861,16,,,,,,
5305,6.420394,16,,,,,,
5306,135.856693,13,,,,,,
5307,13.792103,16,,,,,,
5308,2116.845833,18,,,,,,
5309,135.794123,13,,,,,,
5310,243.182403,17,,,,,,
5311,7468.01201,8,,,,,,
5312,7395.88757,14,,,,,,
5313,364.219107,5,,,,,,
5314,53.173349,16,,,,,,
5315,1173.949821,6,,,,,,
5316,1543.205532,19,,,,,,
5317,467.345479,15,,,,,,
5318,303.054817,5,,,,,,
5319,5481.738308,3,,,,,,
5320,1952.189994,14,,,,,,
5321,0,16,,,,,,
5322,19.962737,16,,,,,,
5323,1773.484195,4,,,,,,
5324,1734.688041,4,,,,,,
5325,927.294609,11,,,,,,
5326,1248.193121,6,,,,,,
5327,467.287934,15,,,,,,
5328,1450.959629,19,,,,,,
5329,34.195309,16,,,,,,
5330,3028.512053,1,,,,,,
5331,886.65747,11,,,,,,
5332,692.529504,12,,,,,,
5333,952.952011,0,,,,,,
5334,2056.866139,14,,,,,,
5335,566.928754,15,,,,,,
5336,1395.907515,7,,,,,,
5337,18.606861,16,,,,,,
5338,8419.737786,8,,,,,,
5339,5.168354,16,,,,,,
5340,7030.446043,9,,,,,,
5341,7091.028361,8,,,,,,
5342,1478.552756,19,,,,,,
5343,985.457755,0,,,,,,
5344,767.708957,11,,,,,,
5345,8670.048011,14,,,,,,
5346,26.767358,16,,,,,,
5347,878.010252,11,,,,,,
5348,2409.236843,2,,,,,,
5349,2891.678357,8,,,,,,
5350,21.409828,16,,,,,,
5351,1268.584315,6,,,,,,
5352,3509.710886,3,,,,,,
5353,2.566385,16,,,,,,
5354,879.987974,11,,,,,,
5355,868.331112,11,,,,,,
5356,3093.592745,1,,,,,,
5357,1879.694262,14,,,,,,
5358,6372.182817,7,,,,,,
5359,1235.224095,6,,,,,,
5360,4800.168978,9,,,,,,
5361,704.910363,12,,,,,,
5362,1340.551352,7,,,,,,
5363,923.977036,11,,,,,,
5364,182.171771,17,,,,,,
5365,22.689289,16,,,,,,
5366,1184.971992,6,,,,,,
5367,4375.764064,9,,,,,,
5368,444.519756,15,,,,,,
5369,1383.72609,7,,,,,,
5370,4738.804194,9,,,,,,
5371,389.835298,5,,,,,,
5372,455.452678,15,,,,,,
5373,658.6552,12,,,,,,
5374,5058.555256,1,,,,,,
5375,42.51225,16,,,,,,
5376,21.187313,16,,,,,,
5377,570.552082,15,,,,,,
5378,3.319222,16,,,,,,
5379,2899.781468,8,,,,,,
5380,1278.829156,7,,,,,,
5381,1368.906278,7,,,,,,
5382,1859.165344,14,,,,,,
5383,1413.865738,7,,,,,,
5384,205.409896,17,,,,,,
5385,2527.531968,2,,,,,,
5386,1022.71734,0,,,,,,
5387,3078.059784,1,,,,,,
5388,1064.308102,0,,,,,,
5389,1204.686047,6,,,,,,
5390,40.247238,16,,,,,,
5391,2722.600219,8,,,,,,
5392,90.953335,13,,,,,,
5393,165.721899,17,,,,,,
5394,738.656748,12,,,,,,
5395,3182.968599,1,,,,,,
5396,44.586199,16,,,,,,
5397,3221.105151,1,,,,,,
5398,45.869314,16,,,,,,
5399,2089.997028,18,,,,,,
5400,2017.314401,14,,,,,,
5401,1719.048074,4,,,,,,
5402,875.649126,11,,,,,,
5403,268.82613,17,,,,,,
5404,1906.283349,14,,,,,,
5405,2686.595082,8,,,,,,
5406,99.508886,13,,,,,,
5407,1038.573059,0,,,,,,
5408,5678.479456,10,,,,,,
5409,788.5958,11,,,,,,
5410,2933.387442,8,,,,,,
5411,1322.005771,7,,,,,,
5412,286.686616,5,,,,,,
5413,485.507827,15,,,,,,
5414,216.716507,17,,,,,,
5415,239.446482,17,,,,,,
5416,91.861479,13,,,,,,
5417,27.716642,16,,,,,,
5418,1030.914048,0,,,,,,
5419,391.755763,5,,,,,,
5420,126.279615,13,,,,,,
5421,1193.708983,6,,,,,,
5422,6958.239974,3,,,,,,
5423,5965.535557,8,,,,,,
5424,1039.256129,0,,,,,,
5425,94.110539,13,,,,,,
5426,293.118363,5,,,,,,
5427,2206.463745,18,,,,,,
5428,39.554197,16,,,,,,
5429,237.435762,17,,,,,,
5430,38.160715,16,,,,,,
5431,28.593511,16,,,,,,
5432,1597.679284,19,,,,,,
5433,1140.91813,6,,,,,,
5434,1458.775165,19,,,,,,
5435,2.307336,16,,,,,,
5436,1173.112709,6,,,,,,
5437,287.817221,5,,,,,,
5438,3.894895,16,,,,,,
5439,2377.537394,2,,,,,,
5440,4694.671605,9,,,,,,
5441,30.072702,16,,,,,,
5442,44.538702,16,,,,,,
5443,28.349518,16,,,,,,
5444,557.277303,15,,,,,,
5445,1919.099019,14,,,,,,
5446,4837.835705,9,,,,,,
5447,226.34624,17,,,,,,
5448,2269.073907,18,,,,,,
5449,588.618641,12,,,,,,
5450,5825.38367,10,,,,,,
5451,2267.664008,18,,,,,,
5452,2514.170127,2,,,,,,
5453,2354.125834,2,,,,,,
5454,616.570241,12,,,,,,
5455,153.679036,13,,,,,,
5456,417.898933,5,,,,,,
5457,810.089776,11,,,,,,
5458,450.746858,15,,,,,,
5459,21.441736,16,,,,,,
5460,8978.156324,14,,,,,,
5461,1669.992809,4,,,,,,
5462,957.010021,0,,,,,,
5463,249.489629,17,,,,,,
5464,12.886661,16,,,,,,
5465,1502.517905,19,,,,,,
5466,2287.486277,18,,,,,,
5467,184.890347,17,,,,,,
5468,2122.821694,18,,,,,,
5469,1097.28593,0,,,,,,
5470,114.523682,13,,,,,,
5471,298.779514,5,,,,,,
5472,2306.698723,18,,,,,,
5473,8.838114,16,,,,,,
5474,1710.971649,4,,,,,,
5475,742.730997,12,,,,,,
5476,1625.118547,19,,,,,,
5477,358.915537,5,,,,,,
5478,1060.420992,0,,,,,,
5479,1047.854274,0,,,,,,
5480,842.600625,11,,,,,,
5481,2344.19277,2,,,,,,
5482,352.736999,5,,,,,,
5483,1643.215639,4,,,,,,
5484,1638.42534,4,,,,,,
5485,855.571897,11,,,,,,
5486,2893.897487,8,,,,,,
5487,19.766484,16,,,,,,
5488,16304.88925,2,,,,,,
5489,5825.2877,10,,,,,,
5490,753.518771,12,,,,,,
5491,40.074484,16,,,,,,
5492,765.966137,11,,,,,,
5493,2594.878719,2,,,,,,
5494,91.655431,13,,,,,,
5495,1127.643812,6,,,,,,
5496,1.874969,16,,,,,,
5497,4241.864828,10,,,,,,
5498,287.565501,5,,,,,,
5499,5604.357612,9,,,,,,
5500,345.75483,5,,,,,,
5501,56.872544,16,,,,,,
5502,471.104779,15,,,,,,
5503,11.944853,16,,,,,,
5504,4276.929643,10,,,,,,
5505,1768.589163,4,,,,,,
5506,714.813335,12,,,,,,
5507,1222.745469,6,,,,,,
5508,70.794108,13,,,,,,
5509,67.72881,13,,,,,,
5510,1455.904478,19,,,,,,
5511,309.491763,5,,,,,,
5512,635.48213,12,,,,,,
5513,2475.507619,2,,,,,,
5514,6976.34614,18,,,,,,
5515,3767.546906,3,,,,,,
5516,182.854647,17,,,,,,
5517,14.571059,16,,,,,,
5518,10.035492,16,,,,,,
5519,2584.617366,2,,,,,,
5520,3857.278468,10,,,,,,
5521,374.101774,5,,,,,,
5522,1696.302382,4,,,,,,
5523,760.884589,12,,,,,,
5524,269.406382,17,,,,,,
5525,2948.966018,8,,,,,,
5526,130.142888,13,,,,,,
5527,449.026889,15,,,,,,
5528,2556.292783,2,,,,,,
5529,3031.933707,1,,,,,,
5530,26.982025,16,,,,,,
5531,1866.428342,14,,,,,,
5532,2059.035678,14,,,,,,
5533,30.395073,16,,,,,,
5534,91.266202,13,,,,,,
5535,76.673877,13,,,,,,
5536,200.574081,17,,,,,,
5537,0,16,,,,,,
5538,1078.3009,0,,,,,,
5539,633.209696,12,,,,,,
5540,26.296743,16,,,,,,
5541,16.727614,16,,,,,,
5542,882.715792,11,,,,,,
5543,1540.077454,19,,,,,,
5544,10495.73934,15,,,,,,
5545,2182.752161,18,,,,,,
5546,177.822533,17,,,,,,
5547,3127.073601,1,,,,,,
5548,924.170798,11,,,,,,
5549,750.528885,12,,,,,,
5550,701.135691,12,,,,,,
5551,21.960773,16,,,,,,
5552,1175.922628,6,,,,,,
5553,4612.147149,9,,,,,,
5554,19.928467,16,,,,,,
5555,26.157304,16,,,,,,
5556,13.99841,16,,,,,,
5557,1594.328636,19,,,,,,
5558,37.050529,16,,,,,,
5559,844.230511,11,,,,,,
5560,1228.170181,6,,,,,,
5561,1727.699797,4,,,,,,
5562,1306.735189,7,,,,,,
5563,5182.092727,2,,,,,,
5564,756.573198,12,,,,,,
5565,1727.516892,4,,,,,,
5566,1441.404242,7,,,,,,
5567,1032.823341,0,,,,,,
5568,1623.176564,19,,,,,,
5569,1602.425383,19,,,,,,
5570,14.593148,16,,,,,,
5571,20.700474,16,,,,,,
5572,3467.619262,3,,,,,,
5573,212.84035,17,,,,,,
5574,387.449138,5,,,,,,
5575,2901.999862,8,,,,,,
5576,828.013302,11,,,,,,
5577,884.16375,11,,,,,,
5578,71.186651,13,,,,,,
5579,1167.254965,6,,,,,,
5580,6090.22908,8,,,,,,
5581,2986.070256,1,,,,,,
5582,74.277994,13,,,,,,
5583,79.222393,13,,,,,,
5584,997.98763,0,,,,,,
5585,8737.860241,8,,,,,,
5586,2236.176309,18,,,,,,
5587,2932.136377,8,,,,,,
5588,126.159165,13,,,,,,
5589,963.467447,0,,,,,,
5590,641.02208,12,,,,,,
5591,2638.45383,8,,,,,,
5592,2800.848284,8,,,,,,
